index,City,Date,Month,Card Type,Exp Type,Gender,Amount
1457,"Delhi, India",25-Dec-14,Dec,Platinum,Food,Male,190596
1458,"Greater Mumbai, India",12-Nov-14,Nov,Silver,Food,Female,28393
1459,"Delhi, India",30-Nov-13,Nov,Gold,Food,Male,12912
1460,"Greater Mumbai, India",22-May-15,May,Silver,Food,Female,198735
1461,"Bengaluru, India",9-Jul-14,Jul,Gold,Food,Male,204192
1462,"Delhi, India",2-Mar-14,Mar,Gold,Food,Female,134861
1463,"Bengaluru, India",4-Apr-15,Apr,Gold,Food,Female,35948
1464,"Greater Mumbai, India",16-Oct-13,Oct,Platinum,Food,Male,147588
1465,"Delhi, India",15-Feb-15,Feb,Platinum,Food,Female,296617
1466,"Delhi, India",19-Apr-15,Apr,Platinum,Food,Male,117543
1467,"Delhi, India",15-Apr-15,Apr,Signature,Food,Male,200079
1468,"Greater Mumbai, India",7-Mar-14,Mar,Signature,Food,Male,254660
1469,"Delhi, India",11-Aug-14,Aug,Platinum,Food,Male,217111
1470,"Delhi, India",14-Jan-14,Jan,Signature,Food,Male,55986
1471,"Ahmedabad, India",2-Nov-14,Nov,Silver,Food,Female,105550
1472,"Greater Mumbai, India",29-Oct-14,Oct,Gold,Food,Female,218728
1473,"Bengaluru, India",9-Mar-14,Mar,Silver,Food,Male,26914
1474,"Greater Mumbai, India",5-Nov-14,Nov,Platinum,Food,Male,257242
1475,"Bengaluru, India",26-Jan-14,Jan,Platinum,Food,Female,150126
1476,"Bengaluru, India",22-Sep-14,Sep,Silver,Food,Female,113220
1477,"Ahmedabad, India",21-Apr-15,Apr,Silver,Food,Male,181913
1478,"Bengaluru, India",27-Jun-14,Jun,Platinum,Food,Male,191433
1479,"Delhi, India",31-Oct-13,Oct,Signature,Food,Male,61684
1480,"Bengaluru, India",2-Mar-14,Mar,Platinum,Food,Male,259073
1481,"Greater Mumbai, India",15-Nov-14,Nov,Gold,Food,Male,160077
1482,"Bengaluru, India",18-Dec-14,Dec,Silver,Food,Male,17774
1483,"Bengaluru, India",14-Feb-15,Feb,Signature,Food,Male,138345
1484,"Delhi, India",22-Nov-13,Nov,Silver,Food,Female,129695
1485,"Greater Mumbai, India",14-Apr-15,Apr,Signature,Food,Male,275861
1486,"Greater Mumbai, India",4-Dec-14,Dec,Gold,Food,Female,77327
1487,"Bengaluru, India",2-Dec-13,Dec,Platinum,Food,Female,108132
1488,"Greater Mumbai, India",28-Jan-15,Jan,Platinum,Food,Male,129565
1489,"Ahmedabad, India",27-Mar-15,Mar,Platinum,Food,Male,141292
1490,"Ahmedabad, India",9-Jan-14,Jan,Gold,Food,Male,224328
1491,"Bengaluru, India",26-May-15,May,Platinum,Food,Male,223595
1492,"Bengaluru, India",14-Aug-14,Aug,Platinum,Food,Male,171954
1493,"Ahmedabad, India",19-Feb-15,Feb,Silver,Food,Male,112840
1494,"Ahmedabad, India",20-Feb-15,Feb,Silver,Food,Female,81284
1495,"Bengaluru, India",2-Dec-13,Dec,Silver,Food,Male,206702
1496,"Delhi, India",28-Aug-14,Aug,Signature,Food,Male,267378
1497,"Greater Mumbai, India",11-Apr-14,Apr,Platinum,Food,Male,225187
1498,"Delhi, India",19-Nov-14,Nov,Platinum,Food,Female,286760
1499,"Ahmedabad, India",30-Oct-13,Oct,Signature,Food,Female,156754
1500,"Greater Mumbai, India",22-Jan-15,Jan,Signature,Food,Male,291525
1501,"Ahmedabad, India",6-May-14,May,Signature,Food,Female,32787
1502,"Bengaluru, India",31-Oct-13,Oct,Signature,Food,Female,157079
1503,"Bengaluru, India",9-Mar-15,Mar,Silver,Food,Male,292012
1504,"Greater Mumbai, India",12-Mar-15,Mar,Platinum,Food,Male,221959
1505,"Delhi, India",22-Dec-13,Dec,Gold,Food,Female,44684
1506,"Ahmedabad, India",1-Nov-13,Nov,Signature,Food,Female,46798
1507,"Greater Mumbai, India",10-May-14,May,Platinum,Food,Male,291612
1508,"Ahmedabad, India",10-May-14,May,Platinum,Food,Female,27562
1509,"Delhi, India",20-Feb-15,Feb,Signature,Food,Male,269997
1510,"Greater Mumbai, India",30-Dec-13,Dec,Signature,Food,Female,208894
1511,"Ahmedabad, India",5-Apr-15,Apr,Gold,Food,Female,170152
1512,"Greater Mumbai, India",2-Nov-13,Nov,Gold,Food,Male,225966
1513,"Delhi, India",13-Feb-14,Feb,Silver,Food,Male,229833
1514,"Bengaluru, India",3-Aug-14,Aug,Gold,Food,Female,28243
1515,"Delhi, India",16-Apr-15,Apr,Silver,Food,Female,242728
1516,"Ahmedabad, India",13-May-15,May,Platinum,Food,Female,116446
1517,"Greater Mumbai, India",2-Jan-14,Jan,Signature,Food,Male,13705
1518,"Greater Mumbai, India",20-Aug-14,Aug,Platinum,Food,Female,45763
1519,"Ahmedabad, India",31-Mar-14,Mar,Platinum,Food,Female,287078
1520,"Delhi, India",9-Apr-14,Apr,Silver,Food,Male,41778
1521,"Delhi, India",4-Oct-13,Oct,Gold,Food,Male,281924
1522,"Greater Mumbai, India",22-Oct-13,Oct,Silver,Food,Female,234204
1523,"Bengaluru, India",28-Jan-14,Jan,Gold,Food,Male,193947
1524,"Greater Mumbai, India",15-Jan-15,Jan,Silver,Food,Male,82828
1525,"Ahmedabad, India",21-Dec-14,Dec,Signature,Food,Female,35850
1526,"Bengaluru, India",19-Dec-13,Dec,Platinum,Food,Female,179096
1527,"Bengaluru, India",6-Jul-14,Jul,Silver,Food,Female,158016
1528,"Ahmedabad, India",5-Aug-14,Aug,Gold,Food,Female,238194
1529,"Ahmedabad, India",27-May-14,May,Silver,Food,Female,179401
1530,"Ahmedabad, India",6-Mar-14,Mar,Platinum,Food,Female,176516
1531,"Greater Mumbai, India",12-Jul-14,Jul,Gold,Food,Female,225027
1532,"Delhi, India",4-Oct-14,Oct,Signature,Food,Male,186065
1533,"Bengaluru, India",24-Jan-15,Jan,Signature,Food,Female,288201
1534,"Ahmedabad, India",11-Nov-13,Nov,Gold,Food,Male,53169
1535,"Delhi, India",8-Jul-14,Jul,Platinum,Food,Male,225523
1536,"Greater Mumbai, India",11-Jan-15,Jan,Gold,Food,Male,124637
1537,"Greater Mumbai, India",11-Dec-13,Dec,Silver,Food,Female,14641
1538,"Bengaluru, India",26-Mar-14,Mar,Signature,Food,Female,235782
1539,"Ahmedabad, India",20-Nov-13,Nov,Gold,Food,Male,292270
1540,"Ahmedabad, India",17-Jan-15,Jan,Silver,Food,Male,236351
1541,"Ahmedabad, India",20-Jun-14,Jun,Silver,Food,Female,53360
1542,"Bengaluru, India",9-Apr-14,Apr,Signature,Food,Male,256852
1543,"Bengaluru, India",2-Nov-14,Nov,Silver,Food,Female,285360
1544,"Bengaluru, India",6-May-14,May,Platinum,Food,Female,74602
1545,"Delhi, India",12-Nov-13,Nov,Gold,Food,Female,274032
1546,"Delhi, India",20-Feb-15,Feb,Silver,Food,Male,298953
1547,"Delhi, India",26-Jan-14,Jan,Signature,Food,Female,226180
1548,"Delhi, India",28-Nov-13,Nov,Silver,Food,Male,149045
1549,"Delhi, India",17-Dec-14,Dec,Platinum,Food,Male,258878
1550,"Ahmedabad, India",31-Jan-15,Jan,Signature,Food,Female,76493
1551,"Ahmedabad, India",8-Nov-14,Nov,Signature,Food,Male,141574
1552,"Delhi, India",17-Mar-14,Mar,Platinum,Food,Male,222219
1553,"Delhi, India",14-Oct-13,Oct,Silver,Food,Female,237812
1554,"Bengaluru, India",23-Dec-13,Dec,Gold,Food,Male,44203
1555,"Delhi, India",27-Dec-14,Dec,Gold,Food,Male,232402
1556,"Delhi, India",22-May-14,May,Platinum,Food,Female,82849
1557,"Delhi, India",7-Jan-15,Jan,Silver,Food,Female,257716
1558,"Delhi, India",5-Nov-13,Nov,Signature,Food,Female,272060
1559,"Bengaluru, India",17-Jul-14,Jul,Signature,Food,Male,160400
1560,"Bengaluru, India",8-Oct-14,Oct,Platinum,Food,Male,193063
1561,"Ahmedabad, India",29-Mar-15,Mar,Gold,Food,Female,56294
1562,"Delhi, India",18-May-15,May,Platinum,Food,Female,120532
1563,"Delhi, India",29-Jun-14,Jun,Platinum,Food,Male,200031
1564,"Ahmedabad, India",15-Oct-13,Oct,Platinum,Food,Male,53028
1565,"Greater Mumbai, India",21-Dec-14,Dec,Signature,Food,Male,131428
1566,"Greater Mumbai, India",4-Aug-14,Aug,Platinum,Food,Male,93654
1567,"Greater Mumbai, India",15-Jan-14,Jan,Silver,Food,Female,240746
1568,"Delhi, India",2-Jul-14,Jul,Platinum,Food,Male,115547
1569,"Bengaluru, India",7-Oct-14,Oct,Signature,Food,Male,203143
1570,"Bengaluru, India",26-May-14,May,Platinum,Food,Male,3445
1571,"Ahmedabad, India",15-Oct-13,Oct,Signature,Food,Male,107217
1572,"Bengaluru, India",15-Feb-15,Feb,Gold,Food,Female,286893
1573,"Greater Mumbai, India",27-Dec-13,Dec,Gold,Food,Female,76763
1574,"Greater Mumbai, India",15-Nov-14,Nov,Platinum,Food,Female,204583
1575,"Greater Mumbai, India",15-Nov-14,Nov,Signature,Food,Female,92565
1576,"Delhi, India",13-Oct-13,Oct,Silver,Food,Female,216522
1577,"Delhi, India",29-May-14,May,Platinum,Food,Female,108852
1578,"Delhi, India",4-Nov-13,Nov,Gold,Food,Female,14332
1579,"Ahmedabad, India",19-Oct-14,Oct,Silver,Food,Male,31682
1580,"Greater Mumbai, India",3-Jul-14,Jul,Signature,Food,Female,89259
1581,"Greater Mumbai, India",16-Apr-15,Apr,Platinum,Food,Male,84571
1582,"Bengaluru, India",24-Feb-15,Feb,Signature,Food,Male,86536
1583,"Bengaluru, India",22-Apr-15,Apr,Platinum,Food,Female,203517
1584,"Ahmedabad, India",13-Jun-14,Jun,Platinum,Food,Male,107962
1585,"Delhi, India",4-Feb-14,Feb,Signature,Food,Male,155282
1586,"Greater Mumbai, India",25-May-14,May,Gold,Food,Female,182306
1587,"Greater Mumbai, India",6-Apr-14,Apr,Silver,Food,Male,215423
1588,"Ahmedabad, India",12-Oct-13,Oct,Signature,Food,Male,123647
1589,"Bengaluru, India",16-May-15,May,Silver,Food,Male,241280
1590,"Ahmedabad, India",6-Mar-14,Mar,Gold,Entertainment,Female,97671
1591,"Ahmedabad, India",15-Jan-14,Jan,Silver,Grocery,Male,257180
1592,"Ahmedabad, India",23-Sep-14,Sep,Platinum,Entertainment,Female,52337
1593,"Bengaluru, India",21-May-14,May,Signature,Bills,Male,180255
1594,"Bengaluru, India",9-Jul-14,Jul,Gold,Bills,Female,239046
1595,"Ahmedabad, India",13-May-15,May,Silver,Food,Female,92602
1596,"Delhi, India",11-Mar-14,Mar,Platinum,Grocery,Female,140717
1597,"Ahmedabad, India",26-Feb-14,Feb,Signature,Grocery,Male,244560
1598,"Greater Mumbai, India",17-Mar-15,Mar,Signature,Fuel,Male,56280
1599,"Greater Mumbai, India",9-Jul-14,Jul,Gold,Grocery,Female,107671
1600,"Delhi, India",17-Mar-15,Mar,Silver,Grocery,Female,243760
1601,"Delhi, India",20-Jan-15,Jan,Signature,Grocery,Female,195153
1602,"Bengaluru, India",30-Dec-14,Dec,Signature,Fuel,Female,76172
1603,"Ahmedabad, India",5-Jan-14,Jan,Platinum,Fuel,Female,88952
1604,"Delhi, India",18-Nov-13,Nov,Gold,Fuel,Female,248133
1605,"Bengaluru, India",1-Sep-14,Sep,Platinum,Food,Male,167325
1606,"Delhi, India",7-Nov-13,Nov,Silver,Food,Male,277090
1607,"Greater Mumbai, India",18-Sep-14,Sep,Silver,Fuel,Male,297113
1608,"Ahmedabad, India",24-Aug-14,Aug,Silver,Grocery,Female,171827
1609,"Ahmedabad, India",16-Jun-14,Jun,Signature,Entertainment,Male,237922
1610,"Ahmedabad, India",14-Apr-14,Apr,Platinum,Bills,Female,4607
1611,"Delhi, India",25-Oct-13,Oct,Silver,Grocery,Male,38793
1612,"Delhi, India",4-Oct-13,Oct,Gold,Grocery,Male,125616
1613,"Ahmedabad, India",30-Oct-14,Oct,Gold,Grocery,Female,263920
1614,"Greater Mumbai, India",10-Nov-14,Nov,Platinum,Bills,Female,53692
1615,"Bengaluru, India",5-Sep-14,Sep,Signature,Entertainment,Female,279334
1616,"Delhi, India",11-Aug-14,Aug,Signature,Fuel,Female,74223
1617,"Ahmedabad, India",14-Oct-13,Oct,Signature,Grocery,Male,254257
1618,"Greater Mumbai, India",5-Jan-15,Jan,Silver,Fuel,Male,82669
1619,"Ahmedabad, India",19-Jul-14,Jul,Platinum,Entertainment,Female,4802
1620,"Ahmedabad, India",2-Mar-14,Mar,Signature,Grocery,Female,92868
1621,"Greater Mumbai, India",4-Aug-14,Aug,Silver,Food,Female,246960
1622,"Ahmedabad, India",5-Feb-15,Feb,Gold,Entertainment,Male,234132
1623,"Delhi, India",18-Dec-13,Dec,Signature,Grocery,Female,108361
1624,"Greater Mumbai, India",11-Nov-14,Nov,Platinum,Entertainment,Male,193648
1625,"Delhi, India",24-Oct-14,Oct,Signature,Food,Female,252615
1626,"Delhi, India",6-Feb-15,Feb,Silver,Fuel,Female,70556
1627,"Bengaluru, India",9-Apr-14,Apr,Silver,Food,Female,155285
1628,"Delhi, India",27-May-14,May,Silver,Grocery,Female,211586
1629,"Greater Mumbai, India",12-Nov-14,Nov,Platinum,Entertainment,Female,95213
1630,"Greater Mumbai, India",20-May-15,May,Platinum,Grocery,Male,219695
1631,"Delhi, India",7-Sep-14,Sep,Gold,Food,Male,238133
1632,"Delhi, India",7-Jun-14,Jun,Gold,Food,Male,219839
1633,"Greater Mumbai, India",6-Mar-15,Mar,Gold,Grocery,Male,96470
1634,"Delhi, India",4-Mar-15,Mar,Platinum,Bills,Male,92367
1635,"Greater Mumbai, India",16-Jun-14,Jun,Signature,Grocery,Female,242551
1636,"Delhi, India",13-May-15,May,Signature,Grocery,Male,183035
1637,"Delhi, India",29-Nov-13,Nov,Signature,Food,Male,295910
1638,"Greater Mumbai, India",13-May-15,May,Platinum,Bills,Male,185838
1639,"Greater Mumbai, India",11-Jan-15,Jan,Silver,Fuel,Female,5904
1640,"Greater Mumbai, India",27-Nov-13,Nov,Gold,Food,Male,28977
1641,"Ahmedabad, India",20-Apr-14,Apr,Platinum,Grocery,Female,12418
1642,"Bengaluru, India",30-Mar-15,Mar,Gold,Bills,Female,129648
1643,"Delhi, India",22-May-15,May,Gold,Entertainment,Male,298651
1644,"Ahmedabad, India",26-Jan-14,Jan,Silver,Grocery,Female,115901
1645,"Ahmedabad, India",4-Mar-15,Mar,Signature,Bills,Female,187115
1646,"Delhi, India",15-Apr-15,Apr,Signature,Grocery,Male,173434
1647,"Ahmedabad, India",13-Oct-13,Oct,Gold,Bills,Female,238211
1648,"Delhi, India",23-Dec-13,Dec,Signature,Bills,Male,85606
1649,"Bengaluru, India",7-Sep-14,Sep,Signature,Food,Male,69425
1650,"Ahmedabad, India",24-Oct-14,Oct,Silver,Entertainment,Male,31959
1651,"Bengaluru, India",2-May-15,May,Signature,Food,Male,46999
1652,"Ahmedabad, India",25-Dec-14,Dec,Platinum,Entertainment,Female,38358
1653,"Greater Mumbai, India",21-Feb-15,Feb,Signature,Fuel,Female,161706
1654,"Delhi, India",5-Jun-14,Jun,Platinum,Grocery,Male,85513
1655,"Delhi, India",8-Aug-14,Aug,Silver,Food,Female,226766
1656,"Ahmedabad, India",8-Oct-13,Oct,Signature,Fuel,Female,57789
1657,"Ahmedabad, India",26-Nov-14,Nov,Gold,Bills,Female,158466
1658,"Greater Mumbai, India",16-Jan-14,Jan,Platinum,Entertainment,Male,123357
1659,"Bengaluru, India",27-Jun-14,Jun,Gold,Grocery,Female,294087
1660,"Greater Mumbai, India",29-May-14,May,Silver,Fuel,Male,251416
1661,"Greater Mumbai, India",24-Feb-14,Feb,Platinum,Entertainment,Female,13302
1662,"Greater Mumbai, India",25-Aug-14,Aug,Platinum,Food,Male,82439
1663,"Ahmedabad, India",1-Jun-14,Jun,Platinum,Entertainment,Female,148121
1664,"Greater Mumbai, India",18-Jan-15,Jan,Signature,Entertainment,Male,121419
1665,"Bengaluru, India",9-Aug-14,Aug,Gold,Fuel,Male,131161
1666,"Delhi, India",21-Mar-14,Mar,Gold,Grocery,Female,34086
1667,"Greater Mumbai, India",2-Jul-14,Jul,Signature,Fuel,Female,176483
1668,"Delhi, India",17-Nov-14,Nov,Gold,Entertainment,Female,5896
1669,"Delhi, India",17-Apr-14,Apr,Gold,Bills,Male,276819
1670,"Bengaluru, India",5-Feb-15,Feb,Gold,Bills,Male,7448
1671,"Ahmedabad, India",11-Sep-14,Sep,Signature,Bills,Male,80225
1672,"Greater Mumbai, India",12-Apr-15,Apr,Silver,Fuel,Male,20961
1673,"Bengaluru, India",2-Feb-14,Feb,Gold,Fuel,Female,268556
1674,"Bengaluru, India",8-Dec-14,Dec,Gold,Grocery,Male,175845
1675,"Bengaluru, India",1-Jun-14,Jun,Silver,Bills,Female,233530
1676,"Delhi, India",6-Jan-15,Jan,Platinum,Entertainment,Male,287753
1677,"Delhi, India",24-Oct-14,Oct,Silver,Fuel,Female,43230
1678,"Bengaluru, India",23-Feb-15,Feb,Signature,Entertainment,Female,66584
1679,"Ahmedabad, India",5-Feb-14,Feb,Signature,Fuel,Female,277145
1680,"Delhi, India",30-May-14,May,Platinum,Entertainment,Male,60958
1681,"Ahmedabad, India",12-Oct-14,Oct,Platinum,Grocery,Male,207126
1682,"Ahmedabad, India",4-Nov-14,Nov,Signature,Food,Female,48749
1683,"Greater Mumbai, India",6-Apr-14,Apr,Silver,Bills,Female,277106
1684,"Ahmedabad, India",3-Nov-14,Nov,Signature,Food,Male,118161
1685,"Bengaluru, India",6-Apr-15,Apr,Gold,Fuel,Female,128828
1686,"Greater Mumbai, India",23-Mar-14,Mar,Signature,Grocery,Male,147184
1687,"Delhi, India",5-Apr-14,Apr,Silver,Food,Female,90855
1688,"Ahmedabad, India",6-Jan-15,Jan,Gold,Entertainment,Female,234227
1689,"Bengaluru, India",7-Apr-14,Apr,Platinum,Entertainment,Male,104924
1690,"Delhi, India",9-Feb-15,Feb,Gold,Food,Female,219139
1691,"Bengaluru, India",8-Jul-14,Jul,Signature,Fuel,Male,220567
1692,"Greater Mumbai, India",19-Jun-14,Jun,Gold,Entertainment,Female,76473
1693,"Greater Mumbai, India",4-Oct-13,Oct,Platinum,Grocery,Female,22708
1694,"Bengaluru, India",29-Mar-14,Mar,Signature,Grocery,Female,280971
1695,"Ahmedabad, India",8-Jul-14,Jul,Platinum,Grocery,Female,141760
1696,"Greater Mumbai, India",20-Nov-14,Nov,Signature,Bills,Female,123927
1697,"Ahmedabad, India",12-Dec-14,Dec,Silver,Entertainment,Male,61427
1698,"Delhi, India",2-Oct-14,Oct,Silver,Bills,Male,51382
1699,"Ahmedabad, India",17-Aug-14,Aug,Platinum,Fuel,Female,269743
1700,"Delhi, India",20-Oct-14,Oct,Platinum,Bills,Female,104031
1701,"Greater Mumbai, India",8-Nov-13,Nov,Signature,Bills,Female,67078
1702,"Delhi, India",9-Jul-14,Jul,Signature,Entertainment,Female,15446
1703,"Ahmedabad, India",10-Jun-14,Jun,Signature,Grocery,Male,289917
1704,"Bengaluru, India",16-Sep-14,Sep,Signature,Food,Female,123922
1705,"Bengaluru, India",23-Jan-15,Jan,Silver,Food,Male,23427
1706,"Delhi, India",25-Apr-15,Apr,Gold,Food,Male,175390
1707,"Bengaluru, India",7-Apr-15,Apr,Gold,Fuel,Male,118845
1708,"Delhi, India",6-Feb-15,Feb,Gold,Fuel,Male,290501
1709,"Delhi, India",23-May-15,May,Gold,Grocery,Female,72984
1710,"Bengaluru, India",29-Nov-14,Nov,Silver,Food,Female,298166
1711,"Greater Mumbai, India",7-Oct-14,Oct,Platinum,Entertainment,Male,175939
1712,"Delhi, India",18-Feb-14,Feb,Signature,Grocery,Female,150308
1713,"Greater Mumbai, India",24-Jun-14,Jun,Silver,Grocery,Male,186636
1714,"Bengaluru, India",15-Oct-14,Oct,Signature,Fuel,Male,257240
1715,"Ahmedabad, India",5-Jan-15,Jan,Signature,Food,Female,289501
1716,"Bengaluru, India",25-Feb-15,Feb,Silver,Fuel,Female,276345
1717,"Delhi, India",21-Oct-13,Oct,Platinum,Bills,Female,12303
1718,"Greater Mumbai, India",22-Mar-14,Mar,Gold,Grocery,Male,274222
1719,"Ahmedabad, India",15-Nov-13,Nov,Signature,Fuel,Female,35473
1720,"Bengaluru, India",16-Jul-14,Jul,Silver,Bills,Male,185943
1721,"Greater Mumbai, India",30-Nov-13,Nov,Platinum,Entertainment,Male,30474
1722,"Delhi, India",14-Mar-15,Mar,Platinum,Grocery,Female,185060
1723,"Greater Mumbai, India",21-Sep-14,Sep,Platinum,Grocery,Male,57722
1724,"Bengaluru, India",18-Dec-14,Dec,Silver,Fuel,Female,165437
1725,"Greater Mumbai, India",14-May-14,May,Gold,Grocery,Female,188012
1726,"Ahmedabad, India",20-Jan-15,Jan,Gold,Entertainment,Male,272746
1727,"Greater Mumbai, India",11-Feb-15,Feb,Silver,Entertainment,Female,281240
1728,"Ahmedabad, India",24-Nov-14,Nov,Silver,Fuel,Male,221640
1729,"Greater Mumbai, India",9-Apr-15,Apr,Platinum,Fuel,Female,34586
1730,"Delhi, India",30-Sep-14,Sep,Platinum,Entertainment,Male,157971
1731,"Bengaluru, India",15-Oct-13,Oct,Platinum,Bills,Female,154996
1732,"Greater Mumbai, India",5-Nov-14,Nov,Silver,Entertainment,Female,184101
1733,"Ahmedabad, India",3-Oct-14,Oct,Signature,Bills,Male,70283
1734,"Greater Mumbai, India",16-Mar-15,Mar,Silver,Bills,Female,224110
1735,"Delhi, India",26-Nov-14,Nov,Gold,Entertainment,Male,217746
1736,"Bengaluru, India",26-Mar-14,Mar,Gold,Entertainment,Female,126069
1737,"Bengaluru, India",23-Jan-14,Jan,Silver,Bills,Male,163645
1738,"Bengaluru, India",17-Dec-14,Dec,Silver,Entertainment,Female,35361
1739,"Delhi, India",20-Jan-15,Jan,Gold,Fuel,Male,50383
1740,"Bengaluru, India",30-Oct-14,Oct,Silver,Entertainment,Female,178730
1741,"Delhi, India",21-Feb-14,Feb,Silver,Entertainment,Female,219138
1742,"Bengaluru, India",13-Mar-14,Mar,Gold,Entertainment,Male,40780
1743,"Delhi, India",4-Jan-15,Jan,Silver,Bills,Male,234115
1744,"Delhi, India",1-Jan-15,Jan,Signature,Entertainment,Female,206102
1745,"Greater Mumbai, India",7-May-15,May,Gold,Fuel,Female,13317
1746,"Bengaluru, India",24-Mar-14,Mar,Gold,Entertainment,Male,91740
1747,"Greater Mumbai, India",6-Sep-14,Sep,Platinum,Food,Female,170287
1748,"Greater Mumbai, India",30-Apr-15,Apr,Signature,Food,Female,238124
1749,"Ahmedabad, India",2-Jul-14,Jul,Platinum,Grocery,Male,19595
1750,"Delhi, India",10-Dec-14,Dec,Platinum,Fuel,Female,240184
1751,"Ahmedabad, India",13-Feb-14,Feb,Signature,Food,Female,3139
1752,"Greater Mumbai, India",15-Jan-15,Jan,Signature,Bills,Male,262781
1753,"Greater Mumbai, India",11-Mar-14,Mar,Platinum,Grocery,Female,52518
1754,"Bengaluru, India",3-Mar-15,Mar,Gold,Food,Male,197863
1755,"Greater Mumbai, India",24-Feb-15,Feb,Platinum,Entertainment,Female,154174
1756,"Delhi, India",19-Sep-14,Sep,Gold,Food,Male,69057
1757,"Bengaluru, India",24-Jun-14,Jun,Gold,Fuel,Female,154426
1758,"Delhi, India",15-Jul-14,Jul,Platinum,Food,Female,79357
1759,"Ahmedabad, India",26-Aug-14,Aug,Gold,Bills,Female,241270
1760,"Bengaluru, India",29-Oct-13,Oct,Signature,Grocery,Male,120392
1761,"Delhi, India",1-Feb-14,Feb,Platinum,Entertainment,Female,147623
1762,"Bengaluru, India",20-Jul-14,Jul,Signature,Fuel,Female,44309
1763,"Greater Mumbai, India",13-Feb-14,Feb,Gold,Food,Female,135046
1764,"Greater Mumbai, India",12-Jul-14,Jul,Signature,Entertainment,Female,182842
1765,"Delhi, India",24-May-15,May,Silver,Bills,Male,218802
1766,"Ahmedabad, India",17-Nov-14,Nov,Gold,Grocery,Female,186760
1767,"Greater Mumbai, India",19-Mar-14,Mar,Signature,Entertainment,Female,28239
1768,"Delhi, India",9-Dec-13,Dec,Gold,Fuel,Female,254783
1769,"Ahmedabad, India",16-Apr-15,Apr,Signature,Food,Male,242034
1770,"Delhi, India",9-Apr-14,Apr,Platinum,Bills,Female,92174
1771,"Ahmedabad, India",28-Aug-14,Aug,Gold,Fuel,Male,261278
1772,"Greater Mumbai, India",21-Feb-14,Feb,Gold,Fuel,Male,96495
1773,"Delhi, India",31-Oct-14,Oct,Platinum,Entertainment,Female,205571
1774,"Bengaluru, India",4-Apr-14,Apr,Platinum,Food,Female,207861
1775,"Greater Mumbai, India",26-Jul-14,Jul,Silver,Bills,Male,92277
1776,"Ahmedabad, India",7-Sep-14,Sep,Gold,Grocery,Female,231658
1777,"Greater Mumbai, India",19-Dec-13,Dec,Platinum,Entertainment,Male,57864
1778,"Bengaluru, India",16-May-15,May,Gold,Grocery,Male,233351
1779,"Greater Mumbai, India",18-Dec-14,Dec,Silver,Fuel,Male,105425
1780,"Greater Mumbai, India",22-Apr-15,Apr,Gold,Grocery,Female,279143
1781,"Ahmedabad, India",7-Feb-14,Feb,Signature,Grocery,Male,251798
1782,"Greater Mumbai, India",20-Mar-15,Mar,Silver,Bills,Female,2543
1783,"Ahmedabad, India",11-Apr-14,Apr,Gold,Entertainment,Male,248754
1784,"Greater Mumbai, India",29-Oct-14,Oct,Gold,Fuel,Male,1904
1785,"Ahmedabad, India",10-Apr-15,Apr,Silver,Grocery,Female,98859
1786,"Bengaluru, India",19-Jun-14,Jun,Signature,Bills,Female,105009
1787,"Bengaluru, India",13-Oct-14,Oct,Silver,Bills,Male,125813
1788,"Delhi, India",17-Oct-14,Oct,Silver,Grocery,Male,254580
1789,"Greater Mumbai, India",3-Nov-13,Nov,Signature,Food,Female,114085
1790,"Delhi, India",15-Apr-14,Apr,Gold,Grocery,Female,95167
1791,"Ahmedabad, India",3-Sep-14,Sep,Signature,Bills,Female,199496
1792,"Delhi, India",12-Jan-14,Jan,Gold,Entertainment,Male,278201
1793,"Delhi, India",11-Apr-14,Apr,Signature,Bills,Female,290333
1794,"Delhi, India",13-Jan-15,Jan,Silver,Entertainment,Male,254753
1795,"Delhi, India",6-Mar-14,Mar,Platinum,Fuel,Female,142842
1796,"Ahmedabad, India",16-Aug-14,Aug,Platinum,Grocery,Female,129704
1797,"Ahmedabad, India",14-Sep-14,Sep,Signature,Food,Female,61115
1798,"Greater Mumbai, India",6-Mar-14,Mar,Platinum,Entertainment,Female,134548
1799,"Bengaluru, India",29-Jul-14,Jul,Gold,Grocery,Male,224421
1800,"Delhi, India",10-May-14,May,Silver,Fuel,Male,35876
1801,"Ahmedabad, India",14-Oct-14,Oct,Gold,Bills,Female,92188
1802,"Bengaluru, India",2-Dec-13,Dec,Platinum,Bills,Male,264781
1803,"Greater Mumbai, India",19-May-15,May,Silver,Bills,Female,29791
1804,"Greater Mumbai, India",6-Nov-13,Nov,Silver,Grocery,Male,141476
1805,"Bengaluru, India",25-Apr-14,Apr,Signature,Bills,Female,176316
1806,"Ahmedabad, India",9-Dec-14,Dec,Gold,Grocery,Female,42413
1807,"Greater Mumbai, India",26-Mar-14,Mar,Signature,Grocery,Male,212915
1808,"Ahmedabad, India",10-Nov-13,Nov,Gold,Bills,Male,163200
1809,"Greater Mumbai, India",6-Jul-14,Jul,Platinum,Entertainment,Female,39425
1810,"Greater Mumbai, India",6-Aug-14,Aug,Gold,Food,Male,35073
1811,"Bengaluru, India",27-Feb-14,Feb,Signature,Grocery,Male,128602
1812,"Greater Mumbai, India",13-Mar-15,Mar,Gold,Entertainment,Female,181935
